Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Liga Profesional Argentina,Argentina,Banfield,1,River Plate,4,2023-06-13,https://www.goal.com/en/match/banfield-vs-river-plate/2cc24v0uyv0qok1h6xwdlffo4,"[['Banfield', 'Draw', 'River Plate'], ['161', '275', '684']]","{'Ball possession': ['34.3%', '65.7%'], 'Total shots': ['9', '10'], 'Corners': ['7', '4'], 'Fouls': ['16', '12']}"
Liga Profesional Argentina,Argentina,Instituto,1,Racing Club,1,2023-06-13,https://www.goal.com/en/match/instituto-vs-racing-club/2c8q42u210264w065k7m55r84,"[['Instituto', 'Draw', 'Racing Club'], ['207', '279', '346']]","{'Ball possession': ['35.2%', '64.8%'], 'Total shots': ['16', '15'], 'Corners': ['4', '5'], 'Fouls': ['11', '11']}"
Liga Profesional Argentina,Argentina,Vélez,0,Argentinos,1,2023-06-13,https://www.goal.com/en/match/velez-sarsfield-vs-argentinos-juniors/2civ1w79srfe6465v0hwzcx78,"[['Vélez', 'Draw', 'Argentinos'], ['219', '255', '251']]","{'Ball possession': ['39.3%', '60.7%'], 'Total shots': ['9', '15'], 'Corners': ['3', '3'], 'Fouls': ['12', '17']}"
Primera A,Colombia,Medellín,0,América,1,2023-06-13,https://www.goal.com/en/match/independiente-medellin-vs-america-de-cali/8b23wz9lraq4d396xl57rrqj8,"[['Medellín', 'Draw', 'América'], ['157', '204', '83']]","{'Ball possession': ['55.1%', '44.9%'], 'Total shots': ['11', '11'], 'Corners': ['10', '2'], 'Fouls': ['13', '6']}"
Primera A,Colombia,Petrolera,0,Atl. Nacional,0,2023-06-13,https://www.goal.com/en/match/alianza-petrolera-vs-atletico-nacional/1imo3a7cg7zvw8zp5dic5n9qs,"[['Petrolera', 'Draw', 'Atl. Nacional'], ['129', '198', '143']]","{'Ball possession': ['58.9%', '41.1%'], 'Total shots': ['11', '15'], 'Corners': ['5', '5'], 'Fouls': ['17', '5']}"
Torneo Federal A,Argentina,Estudiantes SL,3,Atenas,0,2023-06-13,https://www.goal.com/en/match/estudiantes-de-san-luis-vs-atenas/60kac9h3aloz0gexzy8uowydw,[],{}
Prim B Metro,Argentina,Los Andes,0,Talleres,1,2023-06-13,https://www.goal.com/en/match/los-andes-vs-talleres-remedios/ed2m5xhswl7rza806vilth5as,[],{}
Queensland NPL Women,Australia,Souths Utd NPL,0,FQ QAS,1,2023-06-13,https://www.goal.com/en/match/souths-united-vs-fq-qas/2xes4f7v53nbnlkbf575umhw4,[],{}
Victoria NPL,Australia,South Melb,3,Dandenong,2,2023-06-13,https://www.goal.com/en/match/south-melbourne-vs-dandenong-thunder/x702bzwvenhuiip1wz1q0u1g,"[['South Melb', 'Draw', 'Dandenong'], ['32', '28', '6']]","{'Corners': ['1', '2'], 'Fouls': ['7', '4']}"
Serie C,Brazil,Figueirense,1,Pouso Alegre,2,2023-06-13,https://www.goal.com/en/match/figueirense-vs-pouso-alegre/148gs9x5tsgot11k3bizowufo,"[['Figueirense', 'Draw', 'Pouso Alegre'], ['111', '100', '35']]","{'Corners': ['0', '6'], 'Fouls': ['12', '10']}"
Serie C,Brazil,Paysandu,1,São Bernardo,1,2023-06-13,https://www.goal.com/en/match/paysandu-vs-sao-bernardo/12d87vz3qjgbpucjsc23hib6c,"[['Paysandu', 'Draw', 'São Bernardo'], ['56', '113', '106']]","{'Corners': ['8', '10'], 'Fouls': ['11', '12']}"
Serie C,Brazil,Confiança,2,Náutico,2,2023-06-13,https://www.goal.com/en/match/confianca-vs-nautico/13fa18h7iy0jeq05eaqz57504,"[['Confiança', 'Draw', 'Náutico'], ['43', '88', '85']]","{'Corners': ['4', '6'], 'Fouls': ['14', '16']}"
Primera B,Chile,U. Concepción,2,Puerto Montt,0,2023-06-13,https://www.goal.com/en/match/universidad-concepcion-vs-puerto-montt/2xqawk8o1hk14tlu4tp44kwlw,[],{}
Liga Pro,Ecuador,Emelec,0,Gualaceo,0,2023-06-13,https://www.goal.com/en/match/emelec-vs-gualaceo/5yje7nqclsfw7do159vpad5g,"[['Emelec', 'Draw', 'Gualaceo'], ['103', '104', '39']]","{'Corners': ['15', '2'], 'Fouls': ['11', '9']}"
Serie C,Italy,Foggia,1,Lecco,2,2023-06-13,https://www.goal.com/en/match/foggia-vs-lecco/3ba87gns5y64hzq1v1ga2p34k,"[['Foggia', 'Draw', 'Lecco'], ['247', '247', '102']]","{'Corners': ['5', '3'], 'Fouls': ['12', '11']}"
Ettan,Sweden,Ahlafors,0,Trollhättan,4,2023-06-13,https://www.goal.com/en/match/ahlafors-vs-trollhaettan/5kszyf8qthz0enttcol9ipt78,[],{}
Svenska Cupen,Sweden,Göteborgs,0,Tvååker,2,2023-06-13,https://www.goal.com/en/match/goeteborgs-ff-vs-tvaaker/elg02heos8pe38vg068gyphck,[],{}
3. Lig,Turkey,Kestelspor,1,Karaman FK,2,2023-06-13,https://www.goal.com/en/match/kestelspor-vs-karaman-fk/blvde34n4lw070ktede7qkt1w,"[['Kestelspor', 'Draw', 'Karaman FK'], ['78', '92', '44']]","{'Corners': ['8', '3'], 'Fouls': ['17', '12']}"
U18 National Team Friendlies,World,Portugal,0,England,0,2023-06-13,https://www.goal.com/en/match/portugal-u18-vs-england-u18/2xhxxcbtmpel8c6nfx3c9i8t0,[],{}
Tournoi Maurice Revello,World,Japan,1,Côte d'Ivoire,2,2023-06-13,https://www.goal.com/en/match/japan-u19-vs-cote-d-ivoire-u23/6bxligr96vo2c6nf9geq1ap04,"[['Japan', 'Draw', ""Côte d'Ivoire""], ['121', '88', '54']]","{'Ball possession': ['49%', '51%'], 'Total shots': ['7', '13'], 'Corners': ['2', '6'], 'Fouls': ['13', '12']}"
Tournoi Maurice Revello,World,Panama,1,Morocco,1,2023-06-13,https://www.goal.com/en/match/panama-u23-vs-morocco-u23/6c6ooo9ananc72i8z12cclatw,"[['Panama', 'Draw', 'Morocco'], ['141', '133', '87']]","{'Ball possession': ['61.4%', '38.6%'], 'Total shots': ['16', '4'], 'Corners': ['8', '3'], 'Fouls': ['10', '15']}"
